proteinID,LFQ.intensity.T1,LFQ.intensity.T2,LFQ.intensity.T3,LFQ.intensity.U1,LFQ.intensity.U2,LFQ.intensity.U3,impute_LFQ.intensity.T1,impute_LFQ.intensity.T2,impute_LFQ.intensity.T3,impute_LFQ.intensity.U1,impute_LFQ.intensity.U2,impute_LFQ.intensity.U3,pvalue,log1P,log2fc,t.value,p.adjust,Cys,geneName
O35737,27.410782959629255,27.408922095958733,27.06589220296967,27.352202549526954,27.619399124296436,27.54200288466651,27.410782959629255,27.408922095958733,27.06589220296967,27.352202549526954,27.619399124296436,27.54200288466651,0.2077155602150041,0.6825309687398503,-0.20933576664408093,-1.5011581929798077,0.2077155602150041,5,Hnrnph1
O35841,25.18789993479771,25.12841163714809,25.054738112479995,24.672334262480202,25.049346714153504,25.174856821146232,25.18789993479771,25.12841163714809,25.054738112479995,24.672334262480202,25.049346714153504,25.174856821146232,0.3675129466918547,0.4347273570483773,0.1581706288819511,1.0149913569510545,0.3675129466918547,6,Api5
O35855,23.72588045390618,23.627562382434075,23.594457648730398,23.363458917610355,23.302290844472342,23.234121591372208,23.72588045390618,23.627562382434075,23.594457648730398,23.363458917610355,23.302290844472342,23.234121591372208,0.0030104053503019956,2.521375022829114,0.34934304387191517,6.428837536724137,0.0030104053503019956,10,Bcat2
O35857,24.399695677564015,24.31478900268983,24.467310510399287,24.34644826520289,24.417961163600136,24.486218810973988,24.399695677564015,24.31478900268983,24.467310510399287,24.34644826520289,24.417961163600136,24.486218810973988,0.7207012240781341,0.14224474031057638,-0.022944349707959333,-0.3837324548965641,0.7207012240781341,6,Timm44
O35864,23.33278943148439,23.315894728010015,23.235203214403185,23.200107762594328,23.15927884434261,23.445690829494882,23.33278943148439,23.315894728010015,23.235203214403185,23.200107762594328,23.15927884434261,23.445690829494882,0.7945409721298499,0.0998837025961781,0.02626997915525564,0.2783487501730209,0.7945409721298499,4,Cops5
O35887,26.98228791707544,27.034121727788612,27.02474841608968,27.00731510738508,26.919003136245795,26.958036682114088,26.98228791707544,27.034121727788612,27.02474841608968,27.00731510738508,26.919003136245795,26.958036682114088,0.15768571846178103,0.8022076387833822,0.05226771173625622,1.7353889728704701,0.15768571846178103,2,Calu
O35900,24.37032716053825,24.453373131048117,24.604672666914347,24.445564548691188,24.74010807584904,24.449600061926343,24.37032716053825,24.453373131048117,24.604672666914347,24.445564548691188,24.74010807584904,24.449600061926343,0.5939698164254075,0.2262356238621579,-0.06896657598862177,-0.578445729326595,0.5939698164254075,2,Lsm2
O35972,22.985427132564087,23.029111948719297,22.87687661624922,23.199269151807787,23.03278160263079,23.129654058650075,22.985427132564087,23.029111948719297,22.87687661624922,23.199269151807787,23.03278160263079,23.129654058650075,0.07690092673791063,1.1140684264568836,-0.15676303851868312,-2.369044659129239,0.07690092673791063,1,Mrpl23
O54692,23.751134575332653,23.958368628667888,23.72088049496927,23.933911046018352,24.076675354307174,23.784266604379216,23.751134575332653,23.958368628667888,23.72088049496927,23.933911046018352,24.076675354307174,23.784266604379216,0.34162998324072796,0.46644402034673,-0.12148976857831073,-1.0781892049282347,0.34162998324072796,20,Zw10
O54724,22.625044375514385,22.748659670955963,22.831401578582163,22.99498522346135,22.614568769325984,22.880206791852594,22.625044375514385,22.748659670955963,22.831401578582163,22.99498522346135,22.614568769325984,22.880206791852594,0.4984797471817936,0.30235248201805937,-0.09488505319580653,-0.7434954322948437,0.4984797471817936,0,Cavin1
O54734,24.847519633089075,24.882783333744893,24.691576556156242,25.2101481197826,25.420276370332104,25.353061191374735,24.847519633089075,24.882783333744893,24.691576556156242,25.2101481197826,25.420276370332104,25.353061191374735,0.003661419095136256,2.436350557846693,-0.5205353861664079,-6.096636208890922,0.003661419095136256,4,Ddost
O54774,24.161617834617676,24.17165388126858,24.267637679636778,24.05903677152359,24.092004766992194,24.055896704326376,24.161617834617676,24.17165388126858,24.267637679636778,24.05903677152359,24.092004766992194,24.055896704326376,0.021251500083018467,1.6726104089179616,0.13132371756029215,3.67745040354442,0.021251500083018467,21,Ap3d1
O54786,22.434306510646447,22.268251856820374,22.3822123843845,22.39780413147458,22.40693884932004,22.30192817252729,22.434306510646447,22.268251856820374,22.3822123843845,22.39780413147458,22.40693884932004,22.30192817252729,0.9081638629316284,0.04183578325604655,-0.0073001338235307855,-0.12283276115750295,0.9081638629316284,8,Dffa
O54804,22.218213190340613,22.790902078720443,22.352104867690525,21.980641665978478,NA,21.977850072536086,22.218213190340613,22.790902078720443,22.352104867690525,21.980641665978478,18.39295327235905,21.977850072536086,0.23898597630282226,0.6216275827045378,1.6699250419593206,1.382527993445488,0.23898597630282226,8,Chka
O54825,22.8185283487638,22.699519926368158,23.02965119837876,22.700832525952944,22.745729299708117,22.598438754771564,22.8185283487638,22.699519926368158,23.02965119837876,22.700832525952944,22.745729299708117,22.598438754771564,0.18878775739546005,0.7240261724743294,0.16756629769269793,1.582108408600413,0.18878775739546005,5,Bysl
O54833,23.87820586644095,24.073328316638072,23.893469668373626,23.96287553546539,24.13155493604585,23.99351753441492,23.87820586644095,24.073328316638072,23.893469668373626,23.96287553546539,24.13155493604585,23.99351753441492,0.37581484390581327,0.4250260701666567,-0.08098138482450068,-0.9955520226456526,0.37581484390581327,3,Csnk2a2
O54865,NA,21.014134920395588,20.88836868737575,21.13520826333816,21.33396331982479,21.305912558362675,19.55907459151525,21.014134920395588,20.88836868737575,21.13520826333816,21.33396331982479,21.305912558362675,0.1758983703229032,0.7547381842096739,-0.7711686474130133,-1.6421745125636324,0.1758983703229032,14,Gucy1b1
O54879,24.199478850209,24.25089747316358,24.260979240542742,24.353061191374735,24.21793226442387,24.16706588236011,24.199478850209,24.25089747316358,24.260979240542742,24.353061191374735,24.21793226442387,24.16706588236011,0.8867636333309699,0.05219212585021713,-0.008901258081131402,-0.15170482754323672,0.8867636333309699,3,Hmgb3
O54908,22.360220183053254,22.453172149605116,NA,23.274407729793225,22.864574593043297,22.86544331103953,22.360220183053254,22.453172149605116,20.125196863314738,23.274407729793225,22.864574593043297,22.86544331103953,0.15447112665649723,0.8111526858547643,-1.3552788126343138,-1.7530161990197688,0.15447112665649723,22,Dkk1
O54916,24.634613881845464,24.42367812197679,24.385481172968067,24.602805320010148,24.291862605840322,24.33667598615812,24.634613881845464,24.42367812197679,24.385481172968067,24.602805320010148,24.291862605840322,24.33667598615812,0.599009889040539,0.22256600779385025,0.07080975492724306,0.5702532531013809,0.599009889040539,3,Reps1
O54941,23.634115302388913,23.806660534721033,23.660795024315323,23.629564735345223,23.916522420709512,23.854907940956323,23.634115302388913,23.806660534721033,23.660795024315323,23.629564735345223,23.916522420709512,23.854907940956323,0.3848346810248781,0.4147257965639735,-0.09980807852859641,-0.9748500733722466,0.3848346810248781,1,Smarce1
O54946,20.660055102566943,20.790743025190608,20.787717671642582,20.81088224563506,20.85984413093611,20.655083445197977,20.660055102566943,20.790743025190608,20.787717671642582,20.81088224563506,20.85984413093611,20.655083445197977,0.7187545932766404,0.14341936688899184,-0.02909800745633717,-0.38657533971486746,0.7187545932766404,1,Dnajb6
O54950,22.44040284357541,22.422626361216178,22.488120605575393,22.76937056142963,22.947708271979426,NA,22.44040284357541,22.422626361216178,22.488120605575393,22.76937056142963,22.947708271979426,20.321777472981537,0.6329279731183606,0.1986457096620306,0.43743116799213055,0.5162168673718831,0.6329279731183606,3,Prkag1
O54962,22.703348529402444,22.60770054929631,22.604265451865057,21.040594745822542,21.31782771045752,21.342615108497352,22.703348529402444,22.60770054929631,22.604265451865057,21.040594745822542,21.31782771045752,21.342615108497352,1.6174427547031175e-4,3.7911710811424135,1.4047589885954643,13.757659360482458,1.6174427547031175e-4,4,Banf1
O54984,26.415045797417882,26.67653691757305,26.498977115067657,26.5144707535258,26.550115585650353,26.478972125861528,26.415045797417882,26.67653691757305,26.498977115067657,26.5144707535258,26.550115585650353,26.478972125861528,0.8538710962871727,0.06860768715245702,0.01566712167363704,0.19640102220309688,0.8538710962871727,8,Get3
O54988,22.914626008946616,23.171608073427816,23.188307524812863,23.188337712085517,23.00231852589909,23.03274797847033,22.914626008946616,23.171608073427816,23.188307524812863,23.188337712085517,23.00231852589909,23.03274797847033,0.8796578857879251,0.05568619967151542,0.017045796910785782,0.16132492603899604,0.8796578857879251,12,Slk
O55022,22.742690186950526,22.542315870208828,22.89376589825101,23.073704224899835,22.861643534180956,22.84559724449602,22.742690186950526,22.542315870208828,22.89376589825101,23.073704224899835,22.861643534180956,22.84559724449602,0.1851318524202124,0.7325188533149787,-0.200724349388814,-1.5987026965006539,0.1851318524202124,2,Pgrmc1
O55023,24.237174358909602,24.523786383436892,24.382845631422377,24.084482076694613,24.17439969343617,24.089743995254377,24.237174358909602,24.523786383436892,24.382845631422377,24.084482076694613,24.17439969343617,24.089743995254377,0.039100981360113835,1.4078123425035256,0.26506020279456877,3.0216190588932776,0.039100981360113835,7,Impa1
O55029,25.055689881153363,25.07062870788067,25.062499439150624,24.897768290338075,24.91920777545319,24.90407742881378,25.055689881153363,25.07062870788067,25.062499439150624,24.897768290338075,24.91920777545319,24.90407742881378,3.490314925924799e-5,4.45713538552768,0.15592151119320263,20.28009043652476,3.490314925924799e-5,15,Copb2
O55047,23.50845345167291,23.757761105560775,23.55543543117687,23.625445768350165,23.662643170131165,23.534927861207148,23.50845345167291,23.757761105560775,23.55543543117687,23.625445768350165,23.662643170131165,23.534927861207148,0.9959974284323106,0.001741782880617615,-4.556037593062001e-4,-0.005336793756512526,0.9959974284323106,14,Tlk2
O55057,23.38244988459754,23.818411322884362,23.4687403679244,23.790941839363168,23.824930780088046,24.06315805365231,23.38244988459754,23.818411322884362,23.4687403679244,23.790941839363168,23.824930780088046,24.06315805365231,0.1009037720390673,0.9960925984297646,-0.3364763658990739,-2.12384972431838,0.1009037720390673,2,Pde6d
O55091,24.21200530064833,24.380865810827757,23.971496543680043,24.095872152417826,24.26062038795753,24.218449717112335,24.21200530064833,24.380865810827757,23.971496543680043,24.095872152417826,24.26062038795753,24.218449717112335,0.9794530903930394,0.009016359129482083,-0.0035248674438541627,-0.027400164296937795,0.9794530903930394,7,Impact
O55106,23.640859205047533,23.550511952626007,23.385744462509976,23.656764386550837,23.618181146139765,23.720567421430285,23.640859205047533,23.550511952626007,23.385744462509976,23.656764386550837,23.618181146139765,23.720567421430285,0.15793504780683781,0.8015214837971992,-0.1394657779791224,-1.7340377159071603,0.15793504780683781,8,Strn
O55125,24.90999303476503,24.88152364359763,24.72140213327299,25.128136272376466,25.090107572585474,24.964683175603362,24.90999303476503,24.88152364359763,24.72140213327299,25.128136272376466,25.090107572585474,24.964683175603362,0.043609934697077885,1.3604145636526446,-0.22333606964321717,-2.9115617460953747,0.043609934697077885,4,Nipsnap1
O55126,21.799583606118635,21.848541950369277,21.798080963411973,22.631253449545977,NA,22.468392359194425,21.799583606118635,21.848541950369277,21.798080963411973,22.631253449545977,19.646115059089006,22.468392359194425,0.8214728195430341,0.08540680169667521,0.2334818840234938,0.24090525919618574,0.8214728195430341,3,Nipsnap2
O55131,26.32745396415486,26.413642389616115,26.421255998435733,26.381988042721957,26.365412691815674,26.301750290463037,26.32745396415486,26.413642389616115,26.421255998435733,26.381988042721957,26.365412691815674,26.301750290463037,0.385489504828087,0.41398744136735594,0.03773377573534731,0.9733635169464967,0.385489504828087,6,Septin7
O55135,26.584485227255282,26.70530121993203,26.655536618960497,26.445438256833015,26.500725440348425,26.739953619980266,26.584485227255282,26.70530121993203,26.655536618960497,26.445438256833015,26.500725440348425,26.739953619980266,0.4231342806376787,0.37352178845106143,0.08640191632870042,0.891306239465213,0.4231342806376787,9,Eif6
O55142,26.268119759381168,26.384723947772045,26.367930324808956,26.015590301202643,26.063075743280535,26.359292056867808,26.268119759381168,26.384723947772045,26.367930324808956,26.015590301202643,26.063075743280535,26.359292056867808,0.1621907822433386,0.7899738315959389,0.19427197687039666,1.7113150032676068,0.1621907822433386,2,Rpl35a
O55143,25.721532513383956,25.783142728014894,25.68992505226409,25.59858073414842,25.72366906774506,25.630481552467835,25.721532513383956,25.783142728014894,25.68992505226409,25.59858073414842,25.72366906774506,25.630481552467835,0.15761389728952177,0.8024054921125794,0.08062297976720956,1.7357786320370558,0.15761389728952177,29,Atp2a2
O55187,21.571680438814766,22.00590273542692,21.79018619970545,NA,21.250781844804063,21.41519089964767,21.571680438814766,22.00590273542692,21.79018619970545,19.6627159543502,21.250781844804063,21.41519089964767,0.15162081807175218,0.8192411644495791,1.013026891715068,1.7689745775977392,0.15162081807175218,7,Cbx4
O55201,24.450733019130244,24.46699948419545,24.44202419098594,24.114340308212643,24.20396507836166,24.328686978366754,24.450733019130244,24.46699948419545,24.44202419098594,24.114340308212643,24.20396507836166,24.328686978366754,0.01916234903366825,1.717551253617182,0.23758810979019174,3.796436042511668,0.01916234903366825,7,Supt5h
O55222,25.416995396494414,25.502881322841755,25.385481172968067,25.065707348713424,25.61543342178362,25.554762375395647,25.416995396494414,25.502881322841755,25.385481172968067,25.065707348713424,25.61543342178362,25.554762375395647,0.90252963614695,0.044538528365501096,0.023151582137181492,0.13042059619718824,0.90252963614695,9,Ilk
O55234,25.868512680497894,26.067924038072785,25.964683175603362,25.935418129651637,25.836678742896183,25.955045721154608,25.868512680497894,26.067924038072785,25.964683175603362,25.935418129651637,25.836678742896183,25.955045721154608,0.4432865075437905,0.3533154872624859,0.0579924334905364,0.8498445807765506,0.4432865075437905,3,Psmb5
O70126,21.304019257512355,21.008469656881438,20.89356224674443,21.298212512405833,21.46946097621513,21.781047484324976,21.304019257512355,21.008469656881438,20.89356224674443,21.298212512405833,21.46946097621513,21.781047484324976,0.07475996707479052,1.1263308985617977,-0.44755660393590446,-2.3950102990758144,0.07475996707479052,4,Aurkb
O70133,26.082087628913364,25.918207041055027,25.917797449551575,25.998863090792707,26.19480959636969,26.204189023987166,26.082087628913364,25.918207041055027,25.917797449551575,25.998863090792707,26.19480959636969,26.204189023987166,0.13796839989478546,0.8602203724599045,-0.15992319720986714,-1.8501318586307023,0.13796839989478546,23,Dhx9
O70194,27.064659393630915,27.104396076597265,27.108589380014283,26.977382825512674,26.99194026344639,26.906441995116996,27.064659393630915,27.104396076597265,27.108589380014283,26.977382825512674,26.99194026344639,26.906441995116996,0.01097437091075179,1.9596203656479958,0.13395992205546747,4.481835219855971,0.01097437091075179,11,Eif3d
O70209,NA,23.73933563109059,23.303406186654595,23.771225884568814,23.865801976745583,24.214675448008247,20.052891470623493,23.73933563109059,23.303406186654595,23.771225884568814,23.865801976745583,24.214675448008247,0.24715002277324236,0.6070393451858342,-1.5853566736513223,-1.3541032088210683,0.24715002277324236,8,Pdlim3
O70251,27.524847633780315,27.329713685828583,27.37235470173741,27.443004981301403,27.310773629284785,27.246627535640798,27.524847633780315,27.329713685828583,27.37235470173741,27.443004981301403,27.310773629284785,27.246627535640798,0.4132614581780598,0.38377509624528083,0.07550329170644332,0.9122139692194986,0.4132614581780598,3,Eef1b
O70252,23.45173934581915,23.622209147939866,23.482346131873335,23.890782308108783,23.86561321643642,23.834896120935408,23.45173934581915,23.622209147939866,23.482346131873335,23.890782308108783,23.86561321643642,23.834896120935408,0.003275577108334773,2.4847121726539187,-0.34499900661608507,-6.283758427425405,0.003275577108334773,3,Hmox2
O70305,24.126049660456633,24.236809535278656,24.17104299043602,24.55543543117687,24.13500467312781,24.206202971841762,24.126049660456633,24.236809535278656,24.17104299043602,24.55543543117687,24.13500467312781,24.206202971841762,0.4173745391428983,0.3794740474770918,-0.12091362999171196,-0.9034538395851373,0.4173745391428983,15,Atxn2
O70310,25.02761953596907,25.27284275301635,25.089056987980925,25.039632963031874,25.055317524707654,24.908711086753136,25.02761953596907,25.27284275301635,25.089056987980925,25.039632963031874,25.055317524707654,24.908711086753136,0.2138255309122363,0.669940440977931,0.12861923415789178,1.476626245321844,0.2138255309122363,6,Nmt1
O70311,23.851099345711464,23.70229191954059,23.811960236749293,23.726296336019434,23.71439646139907,23.810195831668928,23.851099345711464,23.70229191954059,23.811960236749293,23.726296336019434,23.71439646139907,23.810195831668928,0.5172087751656286,0.2863341153197167,0.03815429097130263,0.7094532070928395,0.5172087751656286,6,Nmt2
O70318,23.881103502341187,23.837785750104594,23.799959022378626,23.920707576692408,23.881850335561378,23.949668576826742,23.881103502341187,23.837785750104594,23.799959022378626,23.920707576692408,23.881850335561378,23.949668576826742,0.06375267502230793,1.1955015877872799,-0.07779273808537468,-2.543365207279621,0.06375267502230793,9,Epb41l2
O70333,19.775616710325934,20.04952952205659,20.03603942708709,19.850000602886123,NA,19.838474553597724,19.775616710325934,20.04952952205659,20.03603942708709,19.850000602886123,20.217185116906496,19.838474553597724,0.9274749005037696,0.032697834510983084,-0.014824871306910126,-0.09688915601074204,0.9274749005037696,8,Cript
O70338,21.165824617012472,21.2101481197826,21.062828783985037,21.644076310774356,21.717244658317078,21.28562572607649,21.165824617012472,21.2101481197826,21.062828783985037,21.644076310774356,21.717244658317078,21.28562572607649,0.04546903148368816,1.342284296416611,-0.4027150581292709,-2.869990802827621,0.04546903148368816,5,Rnaseh1
O70378,24.684852185785054,24.539963864697604,24.51117113156231,24.726971888864973,24.83103425677867,24.72780290449994,24.684852185785054,24.539963864697604,24.51117113156231,24.726971888864973,24.83103425677867,24.72780290449994,0.04553198052485009,1.341683458580309,-0.18327395603287044,-2.8686180192273985,0.04553198052485009,8,Emc8
O70435,25.266351345554334,25.239507048079748,25.276006520220477,25.123486480991417,25.153368333482682,25.07369605402251,25.266351345554334,25.239507048079748,25.276006520220477,25.123486480991417,25.153368333482682,25.07369605402251,0.004993255996821352,2.301616167740828,0.14377134845264905,5.599655305687926,0.004993255996821352,4,Psma3
O70439,NA,22.273241271833697,22.143951139446532,22.2509263788055,22.59693859909224,22.51770879015844,19.918842205378574,22.273241271833697,22.143951139446532,22.2509263788055,22.59693859909224,22.51770879015844,0.2605821285493907,0.584055372731373,-1.0098463837991254,-1.3092826853155886,0.2605821285493907,3,Stx7
O70475,22.91694148306844,22.79284906269755,22.709356473597722,22.843010893312734,22.96854656922358,23.052003458951507,22.91694148306844,22.79284906269755,22.709356473597722,22.843010893312734,22.96854656922358,23.052003458951507,0.15853915654368247,0.7998634566598317,-0.14813796737470142,-1.7307730464613105,0.15853915654368247,12,Ugdh
O70481,21.334290746169778,20.916194373933347,21.274066425074132,20.864007755877644,20.94892041111195,21.072478075865835,21.334290746169778,20.916194373933347,21.274066425074132,20.864007755877644,20.94892041111195,21.072478075865835,0.2126963489602879,0.6722399649163078,0.21304843410727514,1.4811060642331884,0.2126963489602879,59,Ubr1
O70492,27.340025694758186,27.385579912177217,27.395338139045123,27.60137488270736,27.636717097577193,27.510054482798562,27.340025694758186,27.385579912177217,27.395338139045123,27.60137488270736,27.636717097577193,27.510054482798562,0.007235747850235198,2.140516575748029,-0.20906757236753037,-5.049082080267989,0.007235747850235198,1,Snx3
O70493,24.22412948098123,24.281570689039135,24.31319803635784,24.280721503725427,24.252269851957678,24.044602234624065,24.22412948098123,24.281570689039135,24.31319803635784,24.280721503725427,24.252269851957678,24.044602234624065,0.36537501984419846,0.4372611480471636,0.08043487202367672,1.020059598448794,0.36537501984419846,3,Snx12
O70503,22.821781765827335,22.896503144967294,22.9197260649036,22.926455987396764,23.069989879744423,23.046152148871577,22.821781765827335,22.896503144967294,22.9197260649036,22.926455987396764,23.069989879744423,23.046152148871577,0.06477851511066887,1.1885690113526068,-0.13486234677150932,-2.5283465356343764,0.06477851511066887,4,Hsd17b12
O70551,23.144464695280952,22.974422992655068,23.111716430482602,22.989694540384892,23.02411431086774,23.18145378189659,23.144464695280952,22.974422992655068,23.111716430482602,22.989694540384892,23.02411431086774,23.18145378189659,0.8882851702021606,0.05144758831671747,0.011780495089798393,0.14964720208433263,0.8882851702021606,11,Srpk1
O70591,26.72325242747622,26.703190087247442,26.654034593795267,26.756336422467466,26.82480941772912,26.909306418566988,26.72325242747622,26.703190087247442,26.654034593795267,26.756336422467466,26.82480941772912,26.909306418566988,0.04874743025565377,1.3120482734055443,-0.13665838341488268,-2.80128971753883,0.04874743025565377,1,Pfdn2
O88271,25.23666357999087,25.157576076366613,24.90591432114353,25.333199035908915,25.13076975313712,25.070505878282802,25.23666357999087,25.157576076366613,24.90591432114353,25.333199035908915,25.13076975313712,25.070505878282802,0.5732465092185204,0.24165858122384132,-0.07810689660927395,-0.6126155795793806,0.5732465092185204,0,Cfdp1
O88291,22.649919234774806,22.564720746404316,22.560318838629232,22.518381341677287,22.971022847268642,22.93380301538886,22.649919234774806,22.564720746404316,22.560318838629232,22.518381341677287,22.971022847268642,22.93380301538886,0.21800699506459942,0.6615295712154979,-0.2160827948421442,-1.4602425907372576,0.21800699506459942,8,Znf326
O88342,26.693119801768653,26.797487383876387,26.7662292272259,26.839901139106598,26.869854361208226,26.7746730659391,26.693119801768653,26.797487383876387,26.7662292272259,26.839901139106598,26.869854361208226,26.7746730659391,0.1436042875566987,0.8428325932802277,-0.07586405112766315,-1.8156307593819956,0.1436042875566987,12,Wdr1
O88351,21.91546511392647,21.59559622904432,21.90851869626513,21.359657347450497,21.503779162636484,21.47709220360832,21.91546511392647,21.59559622904432,21.90851869626513,21.359657347450497,21.503779162636484,21.47709220360832,0.034707834716480764,1.4595724793858205,0.35968377518020844,3.1441784795516408,0.034707834716480764,20,Ikbkb
O88398,21.633295041343054,21.590122829975073,21.52573489737517,NA,NA,NA,21.633295041343054,21.590122829975073,21.52573489737517,20.14636806460014,20.015078080891527,20.202827742332378,2.149921004530901e-5,4.667577497259558,1.461626293623084,22.91175456644166,2.149921004530901e-5,6,Avil
O88441,23.35487780656656,NA,23.058508396471236,23.51123146634018,23.956863192218172,23.661338842423046,23.35487780656656,20.11053774417905,23.058508396471236,23.51123146634018,23.956863192218172,23.661338842423046,0.2153273886171579,0.666900726475675,-1.5351698512548495,-1.4707048089464911,0.2153273886171579,6,Mtx2
O88447,23.841437657966758,23.78686066255135,23.952959458097887,24.203517082796246,23.79897087505172,24.041179865056854,23.841437657966758,23.78686066255135,23.952959458097887,24.203517082796246,23.79897087505172,24.041179865056854,0.2926031880841226,0.5337209462906826,-0.15413668142960546,-1.2108444539068393,0.2926031880841226,8,Klc1
O88448,23.485789026300687,23.263560347556233,23.368396688168726,23.371856390164595,23.38719169672461,23.40340633174646,23.485789026300687,23.263560347556233,23.368396688168726,23.371856390164595,23.38719169672461,23.40340633174646,0.8294636669469846,0.08120263265350826,-0.014902785536673235,-0.22987791947053726,0.8294636669469846,7,Klc2
O88456,24.742679908819213,24.728322046297873,24.961595591788754,24.616835975841017,24.40340633174646,24.413190427595538,24.742679908819213,24.728322046297873,24.961595591788754,24.616835975841017,24.40340633174646,24.413190427595538,0.03153726229650139,1.5011760098380416,0.3330549372409415,3.244569874646996,0.03153726229650139,2,Capns1
O88487,25.059284380730563,25.0522108112437,25.153600271808664,24.964771295261396,25.08638667837628,25.080990537815335,25.059284380730563,25.0522108112437,25.153600271808664,24.964771295261396,25.08638667837628,25.080990537815335,0.43719886563027005,0.35932097355479886,0.044315650776638904,0.8622048525003186,0.43719886563027005,7,Dync1i2
O88507,21.425215903299385,20.795982555117245,21.21008865050083,22.60268074423695,22.407950256891407,22.794317495117703,21.425215903299385,20.795982555117245,21.21008865050083,22.60268074423695,22.407950256891407,22.794317495117703,0.0024999663908688453,2.602065829871289,-1.4578871291095332,-6.758277186803217,0.0024999663908688453,9,Cntfr
O88508,NA,NA,20.7982787689982,20.623906488968302,20.479314508011317,20.827491571247943,20.029843325810486,19.612592455562766,20.7982787689982,20.623906488968302,20.479314508011317,20.827491571247943,0.24157990758463346,0.6169391892064826,-0.49666600595203647,-1.3733942137880166,0.24157990758463346,28,Dnmt3a
O88520,20.796774765911348,20.653159968099555,NA,20.82997042931637,20.721256093558814,20.9136403495223,20.796774765911348,20.653159968099555,18.395512269592476,20.82997042931637,20.721256093558814,20.9136403495223,0.3254144266999872,0.48756319725868463,-0.8731399562647013,-1.120009112008543,0.3254144266999872,8,Shoc2
O88532,23.92388382118537,23.867876711767785,23.949846654348523,23.669904073175104,23.583366536529194,23.755012241520085,23.92388382118537,23.867876711767785,23.949846654348523,23.669904073175104,23.583366536529194,23.755012241520085,0.011393423190340951,1.9433457711522046,0.2444414453590973,4.433236176633033,0.011393423190340951,20,Zfr
O88543,23.737376918025642,23.927143536466083,23.758574578963152,23.815287125865353,24.014100858820562,23.880356282311073,23.737376918025642,23.927143536466083,23.758574578963152,23.815287125865353,24.014100858820562,23.880356282311073,0.3180372796655094,0.4975219699398404,-0.09554974451403808,-1.139667347918128,0.3180372796655094,10,Cops3
O88544,25.254325975455906,25.376500618266356,25.354070704424736,25.263667793533287,25.209850748856905,25.30061621278009,25.254325975455906,25.376500618266356,25.354070704424736,25.263667793533287,25.209850748856905,25.30061621278009,0.2004078637201744,0.6980852413712845,0.07025418099223657,1.5314807970279498,0.2004078637201744,5,Cops4
O88545,24.618181146139765,24.536588722386583,24.677074835193334,24.453310327354796,24.611555282517028,24.63272945470892,24.618181146139765,24.536588722386583,24.677074835193334,24.453310327354796,24.611555282517028,24.63272945470892,0.5560059038322636,0.25492059692844354,0.044749879712981055,0.6416777545649881,0.5560059038322636,5,Cops6
O88569,29.335901215638845,29.24433810072853,29.274087758984784,29.3257311178473,29.434698625476372,29.468884052399794,29.335901215638845,29.24433810072853,29.274087758984784,29.3257311178473,29.434698625476372,29.468884052399794,0.06999495047727657,1.15493328939939,-0.12499557345710244,-2.455959052262426,0.06999495047727657,1,Hnrnpa2b1
O88587,25.636274570050734,25.853504691384984,25.563487703471605,25.828518490140958,25.853266717143075,25.856404820801018,25.636274570050734,25.853504691384984,25.563487703471605,25.828518490140958,25.853266717143075,25.856404820801018,0.13861575125067596,0.8581874169639295,-0.16164102105924272,-1.8460927802705118,0.13861575125067596,4,Comt
O88622,21.61180289558743,21.65896629250418,21.825978925925153,21.780486903397232,NA,21.55660521559261,21.61180289558743,21.65896629250418,21.825978925925153,21.780486903397232,20.123794344770456,21.55660521559261,0.35600041975924596,0.448549489951235,0.5452872167521541,1.0425964769330756,0.35600041975924596,24,Parg
O88643,22.129936992426693,22.206724647870185,22.33401789604303,22.33636272247187,22.397569145719373,22.31661299528378,22.129936992426693,22.206724647870185,22.33401789604303,22.33636272247187,22.397569145719373,22.31661299528378,0.12030827569339358,0.9197044976447111,-0.12662177571170474,-1.968992565253214,0.12030827569339358,6,Pak1
O88653,24.158000030031584,24.16307778019122,24.092488757505276,24.336812166547205,24.507122942632915,24.43974365035685,24.158000030031584,24.16307778019122,24.092488757505276,24.336812166547205,24.507122942632915,24.43974365035685,0.005993599997323599,2.222312244498788,-0.2900373972696322,-5.322960042741359,0.005993599997323599,1,Lamtor3
O88665,21.82780166153197,21.923212855048412,21.992757202591562,22.484757020402583,22.301314212232906,21.9832886857715,21.82780166153197,21.923212855048412,21.992757202591562,22.484757020402583,22.301314212232906,21.9832886857715,0.09076084355837573,1.0421014763057745,-0.3418627330783508,-2.2185266023010968,0.09076084355837573,10,Brd7
O88685,26.253965463923997,26.255551041248555,26.2332476617513,26.20517770155603,26.159752334308205,26.038775181087647,26.253965463923997,26.255551041248555,26.2332476617513,26.20517770155603,26.159752334308205,26.038775181087647,0.08740767088738212,1.0584504520581097,0.11301964999065817,2.252450434165969,0.08740767088738212,5,Psmc3
O88708,NA,21.354124525283925,NA,21.363191529037465,21.39047547617504,21.71686801378021,19.934129695595114,21.354124525283925,19.535523094107404,21.363191529037465,21.39047547617504,21.71686801378021,0.09717989173689613,1.0124235890978202,-1.2155859013354267,-2.1573260783785595,0.09717989173689613,8,Orc4
