Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides B1,Peptides B2,Peptides B3,Peptides D1,Peptides D2,Peptides D3,Razor + unique peptides B1,Razor + unique peptides B2,Razor + unique peptides B3,Razor + unique peptides D1,Razor + unique peptides D2,Razor + unique peptides D3,Unique peptides B1,Unique peptides B2,Unique peptides B3,Unique peptides D1,Unique peptides D2,Unique peptides D3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type B1,Identification type B2,Identification type B3,Identification type D1,Identification type D2,Identification type D3,Sequence coverage B1 [%],Sequence coverage B2 [%],Sequence coverage B3 [%],Sequence coverage D1 [%],Sequence coverage D2 [%],Sequence coverage D3 [%],Intensity,Intensity B1,Intensity B2,Intensity B3,Intensity D1,Intensity D2,Intensity D3,LFQ intensity B1,LFQ intensity B2,LFQ intensity B3,LFQ intensity D1,LFQ intensity D2,LFQ intensity D3,MS/MS count B1,MS/MS count B2,MS/MS count B3,MS/MS count D1,MS/MS count D2,MS/MS count D3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q8CHP8,Q8CHP8,2,2,2,Phosphoglycolate phosphatase,Pgp,sp|Q8CHP8|PGP_MOUSE Glycerol-3-phosphate phosphatase OS=Mus musculus OX=10090 GN=Pgp PE=1 SV=1,1,2,2,2,1,0,1,2,2,2,1,0,1,2,2,2,1,0,1,2,2,2,6.2,6.2,6.2,34.54,321,321,1,8,0,5.4114,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.1,0,3.1,6.2,6.2,6.2,12698000,0,0,220890,2310400,4470400,5696000,0,0,0,0,642890,630340,1,0,0,1,2,2,6,,,,1449,5554;7341,True;True,5809;7732,28657;28658;28659;38283;38284;38285;38286;38287,21726;21727;21728;29083;29084;29085,21727;29085,,,10090
Q8CHW4,Q8CHW4,4,4,4,Translation initiation factor eIF-2B subunit epsilon,Eif2b5,sp|Q8CHW4|EI2BE_MOUSE Translation initiation factor eIF-2B subunit epsilon OS=Mus musculus OX=10090 GN=Eif2b5 PE=1 SV=1,1,4,4,4,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,10.7,10.7,10.7,80.085,717,717,1,17,0,6.7024,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.1,7.5,2.9,6.1,9.6,6.1,17348000,1387500,1030700,248600,3482100,7036200,4163300,539600,506410,414210,528430,558780,374640,2,2,1,1,2,2,10,,,,1450,128;3331;7924;10654,True;True;True;True,134;3473;8332;11192,632;633;634;635;636;637;16380;16381;16382;16383;16384;41258;41259;55459;55460;55461;55462,494;495;496;497;498;12381;12382;12383;31090;42147,495;12383;31090;42147,,,10090
Q8CI08,Q8CI08,1,1,1,SLAIN motif-containing protein 2,Slain2,sp|Q8CI08|SLAI2_MOUSE SLAIN motif-containing protein 2 OS=Mus musculus OX=10090 GN=Slain2 PE=1 SV=2,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,2.1,2.1,2.1,62.377,581,581,1,2,0.0040323,1.8639,,,,By MS/MS,,By MS/MS,0,0,0,2.1,0,2.1,858280,0,0,0,858280,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,,,,1451,6053,TRUE,6332,31225;31226,23591;23592,23591,,,10090
Q8CI11,Q8CI11,4,4,4,Guanine nucleotide-binding protein-like 3,Gnl3,sp|Q8CI11|GNL3_MOUSE Guanine nucleotide-binding protein-like 3 OS=Mus musculus OX=10090 GN=Gnl3 PE=1 SV=2,1,4,4,4,2,1,1,4,2,2,2,1,1,4,2,2,2,1,1,4,2,2,11.2,11.2,11.2,60.786,538,538,1,12,0,10.19,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,3.7,1.5,1.5,11.2,5.4,5.4,8616600,1212200,216500,95057,2616200,2065500,2411100,587860,0,0,327530,456680,439500,1,1,0,4,1,1,8,,,,1452,1823;1870;2793;4904,True;True;True;True,1909;1960;2912;5127,8904;8905;8906;9133;9134;13660;25151;25152;25153;25154;25155;25156,6740;6894;10254;19159;19160;19161;19162;19163,6740;6894;10254;19159,,,10090
Q8CI51,Q8CI51,2,2,2,PDZ and LIM domain protein 5,Pdlim5,sp|Q8CI51|PDLI5_MOUSE PDZ and LIM domain protein 5 OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=4,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,5.2,5.2,5.2,63.299,591,591,1,8,0,5.8054,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.7,5.2,5.2,2.7,2.7,2.7,7322900,274540,1296300,810000,1480500,1140900,2320600,0,0,0,0,0,0,1,1,1,1,1,1,6,,,,1453,7209;8808,True;True,7594;9259,37618;37619;45613;45614;45615;45616;45617;45618,28579;28580;34241;34242;34243;34244,28579;34243,,,10090
Q8CI61,Q8CI61,2,2,2,BAG family molecular chaperone regulator 4,Bag4,sp|Q8CI61|BAG4_MOUSE BAG family molecular chaperone regulator 4 OS=Mus musculus OX=10090 GN=Bag4 PE=1 SV=2,1,2,2,2,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,2,10.5,10.5,10.5,49.094,457,457,1,3,0,17.167,,,,By MS/MS,,By MS/MS,0,0,0,3.3,0,10.5,8392400,0,0,0,2443600,0,5948800,0,0,0,0,0,0,0,0,0,2,0,2,4,,,,1454,1196;3147,True;True,1254;3281,5770;5771;15447,4391;4392;4393;11629,4391;11629,,,10090
Q8CI75,Q8CI75,1,1,1,DIS3-like exonuclease 2,Dis3l2,sp|Q8CI75|DI3L2_MOUSE DIS3-like exonuclease 2 OS=Mus musculus OX=10090 GN=Dis3l2 PE=1 SV=1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2.8,2.8,2.8,97.774,870,870,1,5,0.0036513,1.9761,By MS/MS,,By matching,By MS/MS,By MS/MS,By MS/MS,2.8,0,2.8,2.8,2.8,2.8,4919500,390620,0,174140,1546200,1528200,1280400,0,0,0,0,0,0,0,0,0,1,0,1,2,,,,1455,4677,TRUE,4889,23811;23812;23813;23814;23815,18140;18141,18140,,,10090
Q8CI94,Q8CI94,7,7,7,"Glycogen phosphorylase, brain form",Pygb,"sp|Q8CI94|PYGB_MOUSE Glycogen phosphorylase, brain form OS=Mus musculus OX=10090 GN=Pygb PE=1 SV=3",1,7,7,7,2,5,2,6,6,5,2,5,2,6,6,5,2,5,2,6,6,5,10.4,10.4,10.4,96.729,843,843,1,29,0,12.02,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.3,8.5,3.3,8.8,10.4,8.3,19005000,762130,1332800,420840,4833700,5033800,6621500,489590,502940,402130,452200,423630,430430,2,5,0,4,3,5,19,,,,1456,665;941;2895;3952;3953;4229;5991,True;True;True;True;True;True;True,700;989;3017;4123;4124;4411;6264,3230;3231;3232;3233;3234;3235;3236;3237;3238;4623;4624;4625;14182;14183;14184;14185;19709;19710;19711;19712;19713;19714;19715;21209;21210;21211;30917;30918;30919,2463;2464;2465;2466;2467;3568;10674;10675;10676;10677;15003;15004;15005;15006;15007;15008;16135;23383;23384,2465;3568;10675;15003;15004;16135;23384,,,10090
Q8CIB5,Q8CIB5,2,2,2,Fermitin family homolog 2,Fermt2,sp|Q8CIB5|FERM2_MOUSE Fermitin family homolog 2 OS=Mus musculus OX=10090 GN=Fermt2 PE=1 SV=1,1,2,2,2,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,3.5,3.5,3.5,77.8,680,680,1,10,0,3.2106,By matching,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,1.2,3.5,3.5,2.4,3.5,1.2,4106600,161520,607530,256650,1257600,907880,915410,0,0,0,0,0,0,0,1,0,1,0,1,3,,,,1457,6248;8872,True;True,6537;9326,32220;32221;32222;32223;32224;45907;45908;45909;45910;45911,24325;34459;34460,24325;34460,,,10090
Q8CIE6,Q8CIE6,16,16,16,Coatomer subunit alpha;Xenin;Proxenin,Copa,sp|Q8CIE6|COPA_MOUSE Coatomer subunit alpha OS=Mus musculus OX=10090 GN=Copa PE=1 SV=2,1,16,16,16,14,13,11,13,12,14,14,13,11,13,12,14,14,13,11,13,12,14,16.4,16.4,16.4,138.43,1224,1224,1,80,0,61.598,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.5,13.2,10.5,11.7,11.7,14.5,144610000,14197000,13296000,6240800,35004000,26718000,49153000,2254300,2051500,1678100,1964700,1914000,2095400,11,9,6,10,10,9,55,,,,1458,721;890;1000;2924;3015;4610;5883;5923;6532;6723;7581;7677;9386;10104;10234;10518,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,758;936;1052;3047;3140;4821;6151;6191;6828;7049;7979;8077;9867;10621;10757;11054,3490;3491;3492;3493;3494;4356;4357;4358;4359;4360;4894;4895;14338;14339;14340;14341;14342;14343;14773;14774;14775;14776;23493;23494;23495;23496;23497;30350;30351;30352;30353;30354;30355;30540;30541;30542;30543;30544;30545;33647;33648;33649;33650;33651;33652;34649;34650;34651;34652;34653;34654;39543;39544;39545;39546;39547;39548;39549;39550;39551;39986;39987;48915;52648;52649;52650;52651;52652;52653;53333;53334;53335;53336;53337;53338;54826;54827;54828;54829;54830,2673;2674;2675;2676;3344;3345;3346;3347;3348;3780;10788;10789;10790;10791;10792;10793;11122;17918;22974;22975;22976;22977;23123;23124;23125;23126;23127;23128;25321;25322;25323;25324;25979;25980;25981;25982;29941;29942;29943;29944;29945;29946;30229;37179;40053;40579;40580;40581;40582;40583;40584;41677;41678;41679;41680;41681,2675;3346;3780;10792;11122;17918;22975;23128;25322;25982;29943;30229;37179;40053;40582;41678,,,10090
Q8CIG8,Q8CIG8,4,4,4,Protein arginine N-methyltransferase 5,Prmt5,sp|Q8CIG8|ANM5_MOUSE Protein arginine N-methyltransferase 5 OS=Mus musculus OX=10090 GN=Prmt5 PE=1 SV=3,1,4,4,4,4,3,3,3,4,4,4,3,3,3,4,4,4,3,3,3,4,4,13.7,13.7,13.7,72.679,637,637,1,26,0,10.117,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.7,8.8,8.8,8.8,13.7,13.7,59485000,5730000,5004000,2732300,13824000,16192000,16003000,2823200,2687700,2143400,2118700,2712900,2245900,3,4,4,4,4,4,23,,,,1459,1650;3090;3288;10323,True;True;True;True,1728;1729;3220;3430;10854,8039;8040;8041;8042;8043;8044;8045;8046;8047;8048;8049;15140;15141;15142;15143;15144;15145;16173;16174;16175;53809;53810;53811;53812;53813;53814,6114;6115;6116;6117;6118;6119;6120;6121;6122;6123;11410;11411;11412;11413;12204;12205;12206;12207;40937;40938;40939;40940;40941,6116;11411;12205;40938,624,500,10090
Q8CIG9,Q8CIG9,1,1,1,F-box/LRR-repeat protein 8,Fbxl8,sp|Q8CIG9|FBXL8_MOUSE F-box/LRR-repeat protein 8 OS=Mus musculus OX=10090 GN=Fbxl8 PE=1 SV=1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,2.4,2.4,2.4,41.144,374,374,1,3,0.0010449,2.8972,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,2.4,2.4,2.4,245810,0,0,0,0,0,245810,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1460,8774,TRUE,9223,45458;45459;45460,34133;34134;34135,34134,,,10090
Q8CIM8,Q8CIM8,2,2,2,Integrator complex subunit 4,Ints4,sp|Q8CIM8|INT4_MOUSE Integrator complex subunit 4 OS=Mus musculus OX=10090 GN=Ints4 PE=1 SV=1,1,2,2,2,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,2.7,2.7,2.7,108.19,964,964,1,4,0.0010251,2.7618,By MS/MS,By MS/MS,,By MS/MS,,By matching,1.8,0.9,0,1.8,0,1.8,1678500,0,0,0,501650,0,1176800,0,0,0,0,0,0,1,1,0,1,0,0,3,,,,1461,681;7777,True;True,717;8180,3315;3316;3317;40492,2533;2534;30559,2533;30559,625,726,10090
Q8CIN4;Q61036,Q8CIN4,4;1,4;1,4;1,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,Pak2,sp|Q8CIN4|PAK2_MOUSE Serine/threonine-protein kinase PAK 2 OS=Mus musculus OX=10090 GN=Pak2 PE=1 SV=1,2,4,4,4,1,1,1,2,4,2,1,1,1,2,4,2,1,1,1,2,4,2,15.3,15.3,15.3,57.93,524,524;559,1,11,0,8.1395,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.1,2.1,2.1,6.3,15.3,6.3,13417000,650550,708720,495660,3674700,4261900,3625100,0,0,0,0,729340,527780,0,1,0,0,3,1,5,,,,1462,3172;4985;8351;10877,True;True;True;True,3306;5213;8779;11423,15574;25556;25557;25558;25559;25560;25561;43485;56721;56722;56723,11722;19419;19420;32649;43155,11722;19419;32649;43155,,,10090;10090
Q8CJG0,Q8CJG0,5,5,5,Protein argonaute-2,Ago2,sp|Q8CJG0|AGO2_MOUSE Protein argonaute-2 OS=Mus musculus OX=10090 GN=Ago2 PE=1 SV=3,1,5,5,5,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,8.6,8.6,8.6,97.303,860,860,1,13,0,10.631,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4,4,4,3.7,5.6,4,10874000,780830,728310,238710,2891000,2123600,4111300,576150,477440,0,0,462040,510980,2,1,1,2,2,1,9,,,,1463,994;3838;8314;8541;10221,True;True;True;True;True,1045;4006;8740;8975;10743,4864;4865;4866;4867;4868;4869;19121;19122;19123;19124;43295;44314;53262,3754;3755;3756;3757;3758;14523;14524;32491;33268;40517,3757;14523;32491;33268;40517,,,10090
Q8JZK9;P54869,Q8JZK9;P54869,2;1,2;1,2;1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic;Hydroxymethylglutaryl-CoA synthase, mitochondrial",Hmgcs1;Hmgcs2,"sp|Q8JZK9|HMCS1_MOUSE Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Mus musculus OX=10090 GN=Hmgcs1 PE=1 SV=1;sp|P54869|HMCS2_MOUSE Hydroxymethylglutaryl-CoA synthase, mitochondrial OS=Mus musculus OX=10090 GN=Hmgcs2 PE=1 SV=2",2,2,2,2,1,2,2,0,2,2,1,2,2,0,2,2,1,2,2,0,2,2,3.8,3.8,3.8,57.568,520,520;508,1,9,0,6.0791,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,2.1,3.8,3.8,0,3.8,3.8,6215000,530680,802540,481470,0,1835800,2564500,0,336990,328280,0,312150,273860,1,1,1,0,1,1,5,,,,1464,5460;11002,True;True,5710;11552,28165;28166;28167;28168;28169;57396;57397;57398;57399,21345;21346;21347;21348;43648,21348;43648,,,10090;10090
Q8JZM7,Q8JZM7,2,2,2,Parafibromin,Cdc73,sp|Q8JZM7|CDC73_MOUSE Parafibromin OS=Mus musculus OX=10090 GN=Cdc73 PE=1 SV=1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,4.9,4.9,4.9,60.576,531,531,1,7,0,3.2226,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By matching,2.1,2.1,2.1,2.1,4.9,2.1,3846800,196130,317300,264370,579590,1674800,814580,0,0,0,0,0,0,0,0,1,0,1,0,2,,,,1465,7805;8976,True;True,8208;9434,40633;40634;40635;40636;40637;40638;46393,30648;34836,30648;34836,,,10090
Q8JZN5,Q8JZN5,3,3,3,"Acyl-CoA dehydrogenase family member 9, mitochondrial",Acad9,"sp|Q8JZN5|ACAD9_MOUSE Complex I assembly factor ACAD9, mitochondrial OS=Mus musculus OX=10090 GN=Acad9 PE=1 SV=2",1,3,3,3,1,0,0,2,3,2,1,0,0,2,3,2,1,0,0,2,3,2,6.1,6.1,6.1,68.721,625,625,1,8,0,8.9405,By MS/MS,,,By MS/MS,By MS/MS,By MS/MS,2.1,0,0,4,6.1,3.7,3005500,355580,0,0,639530,528090,1482300,0,0,0,0,0,0,1,0,0,2,3,2,8,,,,1466,1741;5488;10334,True;True;True,1826;5741;10865,8497;8498;8499;28290;28291;28292;53856;53857,6444;6445;6446;21442;21443;21444;40970;40971,6446;21444;40970,,,10090
Q8JZQ9,Q8JZQ9,15,15,15,Eukaryotic translation initiation factor 3 subunit B,Eif3b,sp|Q8JZQ9|EIF3B_MOUSE Eukaryotic translation initiation factor 3 subunit B OS=Mus musculus OX=10090 GN=Eif3b PE=1 SV=1,1,15,15,15,13,13,13,14,15,14,13,13,13,14,15,14,13,13,13,14,15,14,29.6,29.6,29.6,91.369,803,803,1,95,0,189.1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,27.3,27.3,27.3,29.6,29.6,27.5,413150000,24755000,21833000,17085000,111260000,108660000,129550000,3158100,3200800,3258300,3837300,4352500,3636600,12,10,10,14,15,15,76,,,,1467,367;944;1228;2178;2879;3230;3292;4065;4426;4454;8805;9612;9841;10450;11034,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,388;992;1287;2276;3001;3366;3434;4240;4626;4654;9256;10106;10343;10984;10985;11585,1807;1808;1809;1810;1811;1812;4634;4635;4636;4637;4638;5916;5917;5918;5919;5920;5921;10573;10574;10575;10576;10577;10578;10579;14086;14087;14088;14089;14090;14091;14092;14093;14094;14095;14096;14097;15866;15867;15868;15869;15870;15871;16189;16190;16191;16192;16193;16194;20343;20344;20345;22495;22496;22497;22657;22658;22659;22660;22661;22662;45596;45597;45598;45599;45600;45601;50014;50015;50016;50017;50018;51201;51202;51203;51204;51205;51206;54441;54442;54443;54444;54445;54446;54447;54448;54449;54450;54451;54452;57653;57654;57655;57656;57657;57658,1400;1401;1402;1403;1404;1405;3577;3578;4508;4509;4510;4511;4512;4513;7934;7935;7936;7937;7938;7939;7940;10581;10582;10583;10584;10585;10586;10587;10588;10589;10590;11958;11959;11960;11961;11962;12216;12217;12218;12219;12220;12221;15512;17147;17148;17280;17281;17282;17283;17284;17285;34225;34226;34227;34228;38043;38044;38946;38947;38948;38949;41378;41379;41380;41381;41382;41383;41384;41385;41386;41387;43908;43909;43910;43911;43912;43913,1404;3578;4510;7936;10590;11959;12217;15512;17148;17283;34227;38043;38947;41386;43911,626,485,10090
Q8K009;Q8R0Y6,Q8K009,7;2,7;2,7;2,Mitochondrial 10-formyltetrahydrofolate dehydrogenase,Aldh1l2,sp|Q8K009|AL1L2_MOUSE Mitochondrial 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus OX=10090 GN=Aldh1l2 PE=1 SV=2,2,7,7,7,4,5,4,6,6,5,4,5,4,6,6,5,4,5,4,6,6,5,9.8,9.8,9.8,101.59,923,923;902,1,30,0,15.755,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.1,6.8,6.1,8.5,8.1,6.8,38662000,2046000,2588000,1401000,9278500,10749000,12600000,729400,805660,709380,864480,926430,958500,1,2,2,6,6,5,22,,,,1468,1862;2260;2392;2505;3245;3436;9531,True;True;True;True;True;True;True,1952;2362;2500;2615;3383;3584;10019,9097;9098;9099;9100;9101;9102;10986;10987;10988;10989;11708;11709;11710;11711;11712;11713;12254;15928;15929;15930;15931;15932;15933;16892;16893;16894;16895;16896;16897;49652,6879;6880;6881;8247;8248;8249;8250;8792;8793;8794;8795;9185;12007;12008;12009;12010;12794;12795;12796;12797;12798;37756,6880;8250;8795;9185;12008;12797;37756,,,10090;10090
Q8K012,Q8K012,1,1,1,Formin-binding protein 1-like,Fnbp1l,sp|Q8K012|FBP1L_MOUSE Formin-binding protein 1-like OS=Mus musculus OX=10090 GN=Fnbp1l PE=1 SV=2,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,2.6,2.6,2.6,69.885,605,605,1,2,0.0010091,2.6547,,,,By MS/MS,,By MS/MS,0,0,0,2.6,0,2.6,1409200,0,0,0,590330,0,818820,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,1469,1989,TRUE,2080,9686;9687,7299,7299,,,10090
Q8K019,Q8K019,3,3,3,Bcl-2-associated transcription factor 1,Bclaf1,sp|Q8K019|BCLF1_MOUSE Bcl-2-associated transcription factor 1 OS=Mus musculus OX=10090 GN=Bclaf1 PE=1 SV=2,1,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,5.1,5.1,5.1,106,919,919,1,15,0,7.9331,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.4,4.4,3.2,5.1,5.1,5.1,25906000,1660900,1608400,1088600,8246300,6041000,7261300,774950,731670,1281200,802920,707210,741030,1,1,0,3,4,2,11,,,,1470,8542;8827;8994,True;True;True,8976;9278;9452,44315;44316;44317;44318;45695;45696;45697;45698;45699;45700;46808;46809;46810;46811;46812,33269;33270;34302;34303;34304;34305;34306;34307;35476;35477;35478,33269;34306;35478,,,10090
Q8K021,Q8K021,1,1,1,Secretory carrier-associated membrane protein 1,Scamp1,sp|Q8K021|SCAM1_MOUSE Secretory carrier-associated membrane protein 1 OS=Mus musculus OX=10090 GN=Scamp1 PE=1 SV=1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,3.3,3.3,3.3,38.028,338,338,1,6,0,5.5136,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,3.3,3.3,0,3.3,3.3,3.3,3530900,395990,0,0,841810,1040800,1252300,0,0,0,0,0,0,1,1,0,1,1,1,5,,,,1471,1561,TRUE,1634,7554;7555;7556;7557;7558;7559,5756;5757;5758;5759;5760,5758,,,10090
Q8K0C4,Q8K0C4,2,2,2,Lanosterol 14-alpha demethylase,Cyp51a1,sp|Q8K0C4|CP51A_MOUSE Lanosterol 14-alpha demethylase OS=Mus musculus OX=10090 GN=Cyp51a1 PE=1 SV=1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3.8,3.8,3.8,56.775,503,503,1,7,0.0010081,2.6538,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.8,2,2,2,2,2,4246800,425200,428960,200570,954400,891880,1345800,0,0,0,0,0,0,2,1,0,1,1,1,6,,,,1472,2179;8491,True;True,2277;8923,10580;10581;10582;10583;10584;10585;44080,7941;7942;7943;7944;7945;33105,7941;33105,,,10090
Q8K0D0;Q04735,Q8K0D0;Q04735,3;2,2;1,2;1,Cyclin-dependent kinase 17;Cyclin-dependent kinase 16,Cdk17;Cdk16,sp|Q8K0D0|CDK17_MOUSE Cyclin-dependent kinase 17 OS=Mus musculus OX=10090 GN=Cdk17 PE=1 SV=2;sp|Q04735|CDK16_MOUSE Cyclin-dependent kinase 16 OS=Mus musculus OX=10090 GN=Cdk16 PE=1 SV=1,2,3,2,2,1,1,1,3,3,3,0,0,0,2,2,2,0,0,0,2,2,2,8,6.5,6.5,59.505,523,523;496,1,6,0,3.4307,By matching,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,1.5,1.5,1.5,8,8,8,3553400,0,0,0,1225900,1097500,1229900,0,0,0,198100,200030,156300,0,0,0,1,1,2,4,,,,1473,5245;5919;6412,False;True;True,5484;6187;6703,27007;27008;27009;27010;27011;27012;27013;27014;27015;30523;30524;30525;33044;33045;33046,20507;20508;20509;20510;20511;20512;23110;23111;23112;24915,20512;23112;24915,,,10090;10090
Q8K0D5,Q8K0D5,5,5,5,"Elongation factor G, mitochondrial",Gfm1,"sp|Q8K0D5|EFGM_MOUSE Elongation factor G, mitochondrial OS=Mus musculus OX=10090 GN=Gfm1 PE=1 SV=1",1,5,5,5,3,4,3,4,5,5,3,4,3,4,5,5,3,4,3,4,5,5,9.1,9.1,9.1,83.549,751,751,1,30,0,9.1968,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.5,7.3,5.5,7.2,9.1,9.1,38182000,1886300,2943900,1409000,9720800,12314000,9908700,590750,692510,670080,566550,640550,590040,1,3,1,4,1,4,14,,,,1474,342;2026;2627;6962;10687,True;True;True;True;True,361;2119;2740;2741;7333;11225,1694;1695;1696;9859;9860;9861;12854;12855;12856;12857;12858;12859;12860;12861;12862;12863;12864;12865;36242;36243;36244;36245;36246;36247;55601;55602;55603;55604;55605;55606,1308;1309;1310;7425;9641;9642;9643;9644;9645;9646;27563;27564;42267;42268,1308;7425;9644;27564;42267,627,618,10090
Q8K0G5,Q8K0G5,1,1,1,Protein TSSC1,Tssc1,sp|Q8K0G5|EIPR1_MOUSE EARP and GARP complex-interacting protein 1 OS=Mus musculus OX=10090 GN=Eipr1 PE=1 SV=2,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,4.4,4.4,4.4,43.126,386,386,1,4,0,5.0971,By MS/MS,,,By matching,By MS/MS,By MS/MS,4.4,0,0,4.4,4.4,4.4,2095600,164400,0,0,551130,605220,774860,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,1475,10898,TRUE,11445,56812;56813;56814;56815,43211;43212;43213,43212,,,10090
Q8K0T2,Q8K0T2,1,1,1,Cytoplasmic dynein 2 light intermediate chain 1,Dync2li1,sp|Q8K0T2|DC2L1_MOUSE Cytoplasmic dynein 2 light intermediate chain 1 OS=Mus musculus OX=10090 GN=Dync2li1 PE=1 SV=1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,6,6,6,39.469,351,351,1,4,0.00053996,3.1591,By MS/MS,,,By MS/MS,By matching,By matching,6,0,0,6,6,6,892640,91312,0,0,359900,238260,203160,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,1476,1012,TRUE,1065,4963;4964;4965;4966,3827,3827,,,10090
Q8K114,Q8K114,2,2,2,Integrator complex subunit 9,Ints9,sp|Q8K114|INT9_MOUSE Integrator complex subunit 9 OS=Mus musculus OX=10090 GN=Ints9 PE=1 SV=1,1,2,2,2,1,1,0,1,2,2,1,1,0,1,2,2,1,1,0,1,2,2,4.9,4.9,4.9,74.077,658,658,1,7,0.0010025,2.5813,By matching,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,1.7,3.2,0,3.2,4.9,4.9,2167500,102410,66908,0,381930,563060,1053200,0,0,0,0,97529,126690,0,0,0,0,1,2,3,,,,1477,7811;10192,True;True,8214;10713,40658;40659;40660;53116;53117;53118;53119,30661;40406;40407,30661;40406,,,10090
Q8K124,Q8K124,1,1,1,Pleckstrin homology domain-containing family O member 2,Plekho2,sp|Q8K124|PKHO2_MOUSE Pleckstrin homology domain-containing family O member 2 OS=Mus musculus OX=10090 GN=Plekho2 PE=1 SV=1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3,53.872,495,495,1,1,0.0032199,2.0295,,,,,,By MS/MS,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,1478,1111,TRUE,1166,5379,4123,4123,,,10090
