proteinID,LFQ.intensity.PD1,LFQ.intensity.PD2,LFQ.intensity.PD3,LFQ.intensity.PD4,LFQ.intensity.PE1,LFQ.intensity.PE2,LFQ.intensity.PE3,LFQ.intensity.PE4,impute_LFQ.intensity.PD1,impute_LFQ.intensity.PD2,impute_LFQ.intensity.PD3,impute_LFQ.intensity.PD4,impute_LFQ.intensity.PE1,impute_LFQ.intensity.PE2,impute_LFQ.intensity.PE3,impute_LFQ.intensity.PE4,pvalue,log1P,log2fc,t.value,p.adjust,Cys,geneName
P13693,22.540448762470156,22.23853069346463,22.023200709436907,21.839805052321065,23.7745474011125,23.334699924628932,23.0289602484292,22.493407898622706,22.540448762470156,22.23853069346463,22.023200709436907,21.839805052321065,23.7745474011125,23.334699924628932,23.0289602484292,22.493407898622706,0.017833714809828132,1.7487581827153658,0.9974075637751447,3.233418089854907,0.017833714809828132,2,TPT1
P13796,26.86749970907644,26.590065705980653,27.00806353184965,26.79810569059347,27.62156654074362,27.223245792500197,27.51908358314237,27.762559050573433,26.86749970907644,26.590065705980653,27.00806353184965,26.79810569059347,27.62156654074362,27.223245792500197,27.51908358314237,27.762559050573433,0.0024954227381144053,2.6028558719729804,0.7156800823648481,4.982529586570066,0.0024954227381144053,10,LCP1
P13984,NA,NA,NA,NA,19.812481303610372,19.183475465123337,19.42599442064391,18.992860907802466,17.970667451101313,18.528840543013537,17.744358066511055,17.927690027390906,19.812481303610372,19.183475465123337,19.42599442064391,18.992860907802466,0.0017339991971768844,2.7609511079334705,1.3108140022908188,5.356420657052745,0.0017339991971768844,1,GTF2F2
P14174,24.098284014290595,24.1353178769371,24.413642389616115,23.80360929385878,27.651368063494445,26.449537093764455,26.68952521068708,25.769612695452917,24.098284014290595,24.1353178769371,24.413642389616115,23.80360929385878,27.651368063494445,26.449537093764455,26.68952521068708,25.769612695452917,8.245580456631684e-4,3.083778766309472,2.5272973721740755,6.181337722930443,8.245580456631684e-4,3,MIF
P14598,22.20874994316719,22.479931207762046,21.7242990076175,23.03441143444153,24.016823246779495,23.642292364186638,23.978496108824743,24.38981931796075,22.20874994316719,22.479931207762046,21.7242990076175,23.03441143444153,24.016823246779495,23.642292364186638,23.978496108824743,24.38981931796075,0.0019136904109134114,2.7181283192796526,1.6450098611908395,5.253308096738313,0.0019136904109134114,4,NCF1
P14678,21.952230774854577,22.168887534898726,22.331231873212193,22.627050223852088,23.895135170786407,23.439616847892175,23.331833235332716,23.117181431666523,21.952230774854577,22.168887534898726,22.331231873212193,22.627050223852088,23.895135170786407,23.439616847892175,23.331833235332716,23.117181431666523,0.0016352476758794503,2.7864164594431746,1.1760915697150587,5.41840596734607,0.0016352476758794503,3,SNRPB
P14859,NA,NA,NA,NA,20.122878536769903,20.344295907915818,20.28973974429373,19.95517878450682,17.33514719041394,18.238486987905052,18.649427114904896,18.744960653249283,20.122878536769903,20.344295907915818,20.28973974429373,19.95517878450682,0.0011450701943331372,2.9411678896759383,1.9360177567532766,5.806191815137777,0.0011450701943331372,2,POU2F1
P15531,24.930170281098047,24.299638445856257,24.933280753277092,24.498140209950936,26.53198700982801,25.95142612989087,25.96318431733158,25.457856523750138,24.930170281098047,24.299638445856257,24.933280753277092,24.498140209950936,26.53198700982801,25.95142612989087,25.96318431733158,25.457856523750138,0.0028953995770207063,2.5382914933802656,1.310806072654568,4.835027634815025,0.0028953995770207063,3,NME1
P17931,21.830976250049012,NA,NA,21.460039871207066,24.668984935261236,22.780947396562027,23.8122540945853,22.96903865071286,21.830976250049012,18.466928026014216,17.99103347800531,21.460039871207066,24.668984935261236,22.780947396562027,23.8122540945853,22.96903865071286,0.015620033833989362,1.8063180297481571,3.6205618629614555,3.3395706663037545,0.015620033833989362,1,LGALS3
P18621,22.043734889555207,21.927233979060283,22.29549654729543,21.587469891388768,23.818313794066285,23.781167580475625,23.720149884334283,22.99998142575414,22.043734889555207,21.927233979060283,22.29549654729543,21.587469891388768,23.818313794066285,23.781167580475625,23.720149884334283,22.99998142575414,5.664522305646281e-4,3.2468367087077787,1.6164193443326624,6.6327208345245134,5.664522305646281e-4,4,RPL17
P19105,21.007717166504257,20.5003789842045,21.35702787408953,21.147433508477413,24.445122478811555,24.28234867005903,24.274549916265613,22.05026052211598,21.007717166504257,20.5003789842045,21.35702787408953,21.147433508477413,24.445122478811555,24.28234867005903,24.274549916265613,22.05026052211598,0.003711120340277558,2.430494962581662,2.7599310134941213,4.595089927801424,0.003711120340277558,1,MYL12A
P19525,NA,NA,21.850565339133375,NA,22.13636661454264,22.391419820029842,22.133108338618563,22.033252258611395,18.11317174410851,17.84258683299016,21.850565339133375,16.844825889163697,22.13636661454264,22.391419820029842,22.133108338618563,22.033252258611395,0.018777374185217882,1.7263651392584811,3.5107493066016744,3.192482250342852,0.018777374185217882,8,EIF2AK2
P20290,NA,NA,NA,NA,21.59441208682224,21.770963864051716,22.51540051607183,22.338540540140897,18.33089709894013,18.180729221781892,17.891430059776877,18.785798035468844,21.59441208682224,21.770963864051716,22.51540051607183,22.338540540140897,1.2785268847422283e-5,4.8932901352383995,3.757615647779737,12.99559860057137,1.2785268847422283e-5,1,BTF3
P20674,NA,NA,20.641035670712345,20.28850113774352,25.800526900772454,24.590065705980653,25.30685132630171,24.87272184223545,17.39604307228673,17.91019733997356,20.641035670712345,20.28850113774352,25.800526900772454,24.590065705980653,25.30685132630171,24.87272184223545,4.076854421010732e-4,3.389674796342921,6.083597138643526,7.0491898533601836,4.076854421010732e-4,3,COX5A
P20810,NA,NA,NA,NA,22.60693288207332,22.913968977492694,22.51499137401777,21.95921806397483,17.019578657155076,17.890187312446976,16.67943821263028,18.65250852537242,22.60693288207332,22.913968977492694,22.51499137401777,21.95921806397483,5.346413654515387e-5,4.271937442713124,4.938349647488469,10.14126965206645,5.346413654515387e-5,7,CAST
P21291,NA,20.63342808833359,NA,NA,22.934271089703998,21.793404861564422,22.494409320732554,21.57625551220852,17.903289753824684,20.63342808833359,18.298040464382847,18.33143840235487,22.934271089703998,21.793404861564422,22.494409320732554,21.57625551220852,0.0027248152271532235,2.5646629423959553,3.4080360188283763,4.894923636630382,0.0027248152271532235,15,CSRP1
P22061,NA,19.650252402474383,NA,20.37443246600927,21.840381477063723,21.9126540162281,22.23803497708104,22.049629225695757,17.699622917462403,19.650252402474383,17.30021919175508,20.37443246600927,21.840381477063723,21.9126540162281,22.23803497708104,22.049629225695757,0.00487534925730761,2.311994267126812,3.2540431795918714,4.339991629125967,0.00487534925730761,3,PCMT1
P22307,17.926712951973784,18.097435498687403,17.953616734504347,18.530162453227152,23.39571402601536,22.721548158205497,22.474420911794244,21.69557494695284,17.926712951973784,18.097435498687403,17.953616734504347,18.530162453227152,23.39571402601536,22.721548158205497,22.474420911794244,21.69557494695284,2.2742289613188896e-5,4.643165814216564,4.444832601143812,11.7674170687851,2.2742289613188896e-5,12,SCP2
P22392,23.693066613874276,23.37092574779843,23.61414186667175,23.06534578748284,24.502942005297374,24.32079118568007,24.34766515893652,24.451676470961722,23.693066613874276,23.37092574779843,23.61414186667175,23.06534578748284,24.502942005297374,24.32079118568007,24.34766515893652,24.451676470961722,5.964599428944734e-4,3.224418717398566,0.9698987012620961,6.569180290606437,5.964599428944734e-4,2,NME2
P22626,24.24408853679912,24.492161256326153,24.961021455111144,24.359040656410464,25.790196144902524,25.60529457915871,25.45904557538457,25.023310710613107,24.24408853679912,24.492161256326153,24.961021455111144,24.359040656410464,25.790196144902524,25.60529457915871,25.45904557538457,25.023310710613107,0.005616201755552451,2.250557299071047,0.9553837763530098,4.2111164215126795,0.005616201755552451,1,HNRNPA2B1
P22681,NA,NA,NA,NA,21.87548989587766,22.447356700996306,21.833333311291224,22.64609984970474,17.792469786390985,18.129184938278133,17.573076995337466,17.954040453077482,21.87548989587766,22.447356700996306,21.833333311291224,22.64609984970474,1.668323845337309e-6,5.777719642792058,4.338376896196465,18.38627612880247,1.668323845337309e-6,23,CBL
P23193,20.336580652236766,19.853004900130472,NA,19.999620212321965,21.412092215712434,20.9036729984425,21.443491964838998,21.070579577296428,20.336580652236766,19.853004900130472,17.399030518622396,19.999620212321965,21.412092215712434,20.9036729984425,21.443491964838998,21.070579577296428,0.038675917846861654,1.412559370942175,1.81040011824469,2.637376743653583,0.038675917846861654,8,TCEA1
P23246,22.179890871599785,22.032008048604485,21.743614919045058,22.31837951579639,23.091407621656508,23.044452154518424,22.761702176177426,22.57683214276724,22.179890871599785,22.032008048604485,21.743614919045058,22.31837951579639,23.091407621656508,23.044452154518424,22.761702176177426,22.57683214276724,0.003589305316175234,2.444989597813196,0.800125185018473,4.626904809197017,0.003589305316175234,2,SFPQ
P23528,26.268601678091354,25.85414702583273,26.82844585481041,26.401194107825408,28.303911292341667,28.499486628559165,28.14238600141339,28.216600818947086,26.268601678091354,25.85414702583273,26.82844585481041,26.401194107825408,28.303911292341667,28.499486628559165,28.14238600141339,28.216600818947086,1.0006677628355775e-4,3.999710091069724,1.9524990186753506,9.081272059972662,1.0006677628355775e-4,4,CFL1
P23588,18.826498834211773,18.557792745969394,19.20459502340541,18.22585700062847,20.18531585382999,21.12679016257702,20.845826918147846,19.76765428102658,18.826498834211773,18.557792745969394,19.20459502340541,18.22585700062847,20.18531585382999,21.12679016257702,20.845826918147846,19.76765428102658,0.003073081906366241,2.512425864407193,1.7777109028415978,4.77674447151097,0.003073081906366241,1,EIF4B
P23919,NA,20.92208783338909,NA,21.02749298932271,21.43002369779541,21.84632441899582,21.792888769718367,21.7618644636481,18.373990862045098,20.92208783338909,18.550190745361043,21.02749298932271,21.43002369779541,21.84632441899582,21.792888769718367,21.7618644636481,0.03486097811153931,1.4576604318420638,1.98933473000994,2.7152725580194406,0.03486097811153931,3,DTYMK
P24666,20.595687276662975,20.12060239371419,20.204308447441633,20.385849764874234,21.644076310774356,20.742135063049332,21.18125661471153,20.857567987880397,20.595687276662975,20.12060239371419,20.204308447441633,20.385849764874234,21.644076310774356,20.742135063049332,21.18125661471153,20.857567987880397,0.014095515046590375,1.8509190504908228,0.7796470234306447,3.422780929565524,0.014095515046590375,8,ACP1
P25398,24.33653979291334,23.856523554293055,24.362990955080534,24.089582375913942,25.437491248155503,25.126601134335633,24.792779572781335,24.79034531463237,24.33653979291334,23.856523554293055,24.362990955080534,24.089582375913942,25.437491248155503,25.126601134335633,24.792779572781335,24.79034531463237,0.004195606495191423,2.377205250931508,0.8753951479259925,4.4792831418537595,0.004195606495191423,7,RPS12
P25445,NA,NA,NA,NA,20.196405217791952,20.138461805445946,19.87831439898517,20.18058907961014,17.522503870837095,18.07182006356755,18.572108920883718,17.960262984294033,20.196405217791952,20.138461805445946,19.87831439898517,20.18058907961014,1.0138705573229237e-4,3.994017488620867,2.066768665562705,9.060200617377877,1.0138705573229237e-4,21,FAS
P25774,NA,NA,NA,NA,21.671805369817108,NA,21.287317838680615,21.12685316648737,18.162991815052337,17.02662695148002,17.579093173998405,18.657560570167405,21.671805369817108,17.76486463374815,21.287317838680615,21.12685316648737,0.03662199600898532,1.4362579890331042,2.606142124508768,2.6782393761032166,0.03662199600898532,11,CTSS
P26440,NA,NA,NA,NA,21.48369967757796,20.919689699788194,21.224821325752053,21.11419731059282,18.54020898136131,18.143676501491008,17.933170996779328,17.521945325785577,21.48369967757796,20.919689699788194,21.224821325752053,21.11419731059282,1.2861056807813263e-5,4.890723343469002,3.1508515520734512,12.982407139470274,1.2861056807813263e-5,9,IVD
P26583,NA,NA,NA,24.8984604185273,25.671794574070162,25.412738323941642,25.257494598378344,25.052832689369147,17.627603447960688,18.425832158567186,18.531507194427324,24.8984604185273,25.671794574070162,25.412738323941642,25.257494598378344,25.052832689369147,0.01778529257144843,1.749938986192538,5.4778642415692005,3.2355821929342903,0.01778529257144843,3,HMGB2
P26599,21.408209477993694,22.12202540389784,21.822521040781197,22.34870546500405,24.28468009909898,24.305216780658863,24.077327530411804,23.98858553468971,21.408209477993694,22.12202540389784,21.822521040781197,22.34870546500405,24.28468009909898,24.305216780658863,24.077327530411804,23.98858553468971,4.938778941071708e-5,4.3063804123525795,2.238587139295646,10.283008462900488,4.938778941071708e-5,3,PTBP1
P27448,NA,NA,NA,NA,19.49753611933209,18.667298687676258,19.621332896052035,19.428020692430067,17.79138606503464,17.778579762768324,17.799068771257126,17.80362800582582,19.49753611933209,18.667298687676258,19.621332896052035,19.428020692430067,4.2474182717855543e-4,3.3718749690107788,1.5103814476511346,6.996172170708221,4.2474182717855543e-4,9,MARK3
P27635,23.10311168742775,23.0214564934686,22.949312355827182,23.074472080816697,23.737995746334054,24.22538044715051,24.13907102858296,24.124157290890818,23.10311168742775,23.0214564934686,22.949312355827182,23.074472080816697,23.737995746334054,24.22538044715051,24.13907102858296,24.124157290890818,1.0733649420789439e-4,3.969252593612337,1.01956297385453,8.96903253403753,1.0733649420789439e-4,8,RPL10
P27816,20.19760546331949,19.458318492844537,18.905010862390295,19.645651396776692,23.52157168674586,23.306190775515383,23.221757026661695,23.061412067455734,20.19760546331949,19.458318492844537,18.905010862390295,19.645651396776692,23.52157168674586,23.306190775515383,23.221757026661695,23.061412067455734,1.192409759099645e-5,4.923574478206515,3.7260863352619147,13.152193168578144,1.192409759099645e-5,9,MAP4
P28062,22.632962370176664,21.999344941372666,22.406861019360704,22.109422594584125,26.08768199120167,25.4704481221081,25.59411589934093,25.68289838400815,22.632962370176664,21.999344941372666,22.406861019360704,22.109422594584125,26.08768199120167,25.4704481221081,25.59411589934093,25.68289838400815,2.287959444922653e-6,5.640551677869573,3.4216383677911715,17.42843648827636,2.287959444922653e-6,6,PSMB8
P28065,21.72754326353084,21.448441007567045,21.452820364693984,21.434866414880183,23.404446205683463,22.096033068712774,22.4655056243251,22.264104658085568,21.72754326353084,21.448441007567045,21.452820364693984,21.434866414880183,23.404446205683463,22.096033068712774,22.4655056243251,22.264104658085568,0.013393752986035701,1.8730977147914225,1.0416046265337116,3.464481211544947,0.013393752986035701,2,PSMB9
P28074,19.291629384422837,19.63177743779026,NA,19.426547322520815,20.849191271050458,20.379835229388128,20.378777457479984,19.709575238410743,19.291629384422837,19.63177743779026,17.732179560273643,19.426547322520815,20.849191271050458,20.379835229388128,20.378777457479984,19.709575238410743,0.038121159316663177,1.418833900342901,1.3088113728304407,2.6481813079628975,0.038121159316663177,3,PSMB5
P28289,NA,NA,NA,NA,21.73991242895567,21.273838843728722,21.447381926686152,21.597779787573113,18.253290207990055,18.5028749712958,17.86194956386813,17.266528203394827,21.73991242895567,21.273838843728722,21.447381926686152,21.597779787573113,1.734173373956237e-5,4.760907486105167,3.543567510098711,12.331390990058782,1.734173373956237e-5,2,TMOD1
P29218,21.240511857449388,NA,NA,NA,21.937543364600995,21.449851907094285,21.05152228682974,21.042332691223983,21.240511857449388,18.713659148291903,17.630006316802508,17.955946361315977,21.937543364600995,21.449851907094285,21.05152228682974,21.042332691223983,0.025821473266563075,1.5880189823141648,2.485281641472305,2.9437534982255507,0.025821473266563075,7,IMPA1
P29966,18.205000908600514,NA,17.982982437245187,NA,22.507582711769,22.09738405745651,21.883790294534,18.95605846798069,18.205000908600514,17.100111659838053,17.982982437245187,18.276576321483702,22.507582711769,22.09738405745651,21.883790294534,18.95605846798069,0.006701556400410424,2.1738243230286454,3.470036051143186,4.053235283726074,0.006701556400410424,3,MARCKS
P30040,22.211455824165306,21.7802465877319,NA,22.041965223484397,23.987284832836718,23.69115054255773,23.612567976499882,23.02406357040779,22.211455824165306,21.7802465877319,18.803201108677122,22.041965223484397,23.987284832836718,23.69115054255773,23.612567976499882,23.02406357040779,0.02922215801214008,1.5342877152272665,2.3695495445608508,2.848941280603654,0.02922215801214008,1,ERP29
P30043,NA,NA,NA,19.644754072507276,20.694980143794183,20.31229801782772,20.352616781747734,20.475559288989025,17.59505502570987,17.664956014190725,17.64477518926804,19.644754072507276,20.694980143794183,20.31229801782772,20.352616781747734,20.475559288989025,0.003883158895888603,2.4108148380927035,2.321478482670692,4.552110734623624,0.003883158895888603,2,BLVRB
P30044,23.44417472982907,22.65741876895133,23.382185993058325,22.573207075899045,26.5993188017546,24.56825118649266,25.342859217039273,24.200302370402078,23.44417472982907,22.65741876895133,23.382185993058325,22.573207075899045,26.5993188017546,24.56825118649266,25.342859217039273,24.200302370402078,0.009631432052710139,2.0163091348535143,2.1634362519877115,3.739210936471557,0.009631432052710139,4,PRDX5
P30046,21.94367235912369,21.813468072378935,21.391839330076674,21.64689089732831,23.158647282560356,22.742114498802184,22.87383908609103,22.144604724241468,21.94367235912369,21.813468072378935,21.391839330076674,21.64689089732831,23.158647282560356,22.742114498802184,22.87383908609103,22.144604724241468,0.005584103250645474,2.2530465601608585,1.0308337331968573,4.216294775457653,0.005584103250645474,2,DDT
P30050,24.430074758512852,24.069727714553643,24.60371100217801,24.504155118709942,26.506653948168104,25.61014758277721,25.96042499431997,25.633256233659473,24.430074758512852,24.069727714553643,24.60371100217801,24.504155118709942,26.506653948168104,25.61014758277721,25.96042499431997,25.633256233659473,6.968248889441476e-4,3.1568763457471456,1.525703541242578,6.380629078010829,6.968248889441476e-4,3,RPL12
P30084,NA,NA,NA,19.793349291312225,20.23175087930429,20.30128629873774,20.22352568575398,19.85969249973718,16.961807947500613,18.2418462394574,17.215107093300183,19.793349291312225,20.23175087930429,20.30128629873774,20.22352568575398,19.85969249973718,0.017903401949199,1.7470644378812288,2.101036197990691,3.2303148722723383,0.017903401949199,8,ECHS1
P30085,21.979037159832078,21.768462196733918,22.16910169581961,21.481631932488895,23.35997899468152,22.6663323742617,22.74716449086849,22.25502511102111,21.979037159832078,21.768462196733918,22.16910169581961,21.481631932488895,23.35997899468152,22.6663323742617,22.74716449086849,22.25502511102111,0.015563361461868411,1.8078965958633997,0.9075669964895816,3.3425012212042575,0.015563361461868411,4,CMPK1
P30086,23.385349510176198,22.473678007656115,23.31630915661656,23.095598553518112,24.842732824089353,23.995761631251668,24.320515770217792,23.698375720627094,23.385349510176198,22.473678007656115,23.31630915661656,23.095598553518112,24.842732824089353,23.995761631251668,24.320515770217792,23.698375720627094,0.011755839596216197,1.929746348335512,1.1466126795547282,3.5719982858074077,0.011755839596216197,2,PEBP1
P30405,20.645440311860074,20.324545359134927,19.792555196772813,19.824464692950386,22.089873277691982,21.40893504939141,21.48591183498694,20.78356740643662,20.645440311860074,20.324545359134927,19.792555196772813,19.824464692950386,22.089873277691982,21.40893504939141,21.48591183498694,20.78356740643662,0.008565613092493828,2.067241546515432,1.295320501947188,3.83932843757486,0.008565613092493828,6,PPIF
P31942,NA,23.17386619464321,NA,NA,24.687844664904105,24.95095914113341,24.914288405157208,24.340620007862736,17.298794480981456,23.17386619464321,17.774599493363194,18.108420218265646,24.687844664904105,24.95095914113341,24.914288405157208,24.340620007862736,0.006456440472003237,2.1900068487886144,5.634507957950991,4.0862539171878485,0.006456440472003237,1,HNRNPH3
P33240,19.767023792543323,NA,19.793333413704154,NA,21.76926966025804,21.916194373933347,21.850946792571754,21.49862719562337,19.767023792543323,18.24609199665177,19.793333413704154,16.929180098130065,21.76926966025804,21.916194373933347,21.850946792571754,21.49862719562337,0.004413132455233236,2.355253037494204,3.074852180339299,4.432099570658695,0.004413132455233236,2,CSTF2
P33241,21.728955146419136,21.134832382045253,21.29905146746304,19.98036274958498,26.414787801858253,26.139422386480707,25.834076339324145,25.227952555232214,21.728955146419136,21.134832382045253,21.29905146746304,19.98036274958498,26.414787801858253,26.139422386480707,25.834076339324145,25.227952555232214,3.788184429727365e-5,4.42156888530153,4.868259334345726,10.770199874502566,3.788184429727365e-5,4,LSP1
P33316,20.978199317264338,20.822443240201952,20.9197624291024,21.602771345866074,23.112162030913538,23.984766812505903,23.650752009805963,23.618629257664065,20.978199317264338,20.822443240201952,20.9197624291024,21.602771345866074,23.112162030913538,23.984766812505903,23.650752009805963,23.618629257664065,5.964926319423867e-5,4.224394916497456,2.5107834446136756,9.948523855100511,5.964926319423867e-5,5,DUT
P35637,20.176942531942338,20.344295907915818,21.108019008443275,20.289289464938985,21.473083408784852,21.124267747316235,21.220340536571577,21.00662193392868,20.176942531942338,20.344295907915818,21.108019008443275,20.289289464938985,21.473083408784852,21.124267747316235,21.220340536571577,21.00662193392868,0.021119501159639998,1.6753163440063232,0.7264416783402297,3.0998876656088856,0.021119501159639998,4,FUS
P35659,20.322126205298304,20.342886337661145,NA,NA,21.944601976778234,22.716847086200286,21.553327426033906,21.656262492289073,20.322126205298304,20.342886337661145,18.28959519399466,17.991278825811804,21.944601976778234,22.716847086200286,21.553327426033906,21.656262492289073,0.007368444116618279,2.1326242058861404,2.7312881046338973,3.96982411647893,0.007368444116618279,5,DEK
P35754,23.46326193018564,22.61883086244928,23.041046144437985,22.639093360223782,28.42013177870989,28.017651704320716,27.88878671849112,27.40940777010602,23.46326193018564,22.61883086244928,23.041046144437985,22.639093360223782,28.42013177870989,28.017651704320716,27.88878671849112,27.40940777010602,2.379606952977728e-6,5.623494770779411,4.993436418582764,17.312757441724774,2.379606952977728e-6,5,GLRX
P36405,NA,NA,NA,NA,22.457887827141317,22.122373037451176,21.821119988028194,22.019710166193192,18.53604747512283,17.57804555327534,17.17112401371616,17.933425091723045,22.457887827141317,22.122373037451176,21.821119988028194,22.019710166193192,1.0220031984615067e-5,4.9905477450310425,4.300612221244126,13.50483401569082,1.0220031984615067e-5,3,ARL3
P36542,23.343672614001743,22.981530352281293,22.97445800400136,22.802564484024476,23.92025325609634,24.505488366343243,24.139539486766825,23.75368684405352,23.343672614001743,22.981530352281293,22.97445800400136,22.802564484024476,23.92025325609634,24.505488366343243,24.139539486766825,23.75368684405352,0.001803618130289119,2.7438554077384185,1.054185624737766,5.315088445487002,0.001803618130289119,1,ATP5F1C
P36957,19.878074868013197,NA,NA,NA,20.20084114736919,20.34147538885344,19.888978043437127,19.888011871683364,19.878074868013197,18.211503026646547,18.67119292999754,17.32278776149337,20.20084114736919,20.34147538885344,19.888978043437127,19.888011871683364,0.028599860074652674,1.543636091659589,1.5589369662981163,2.8653703530452614,0.028599860074652674,6,DLST
P37108,21.46970937839913,20.526785762928355,NA,21.161833077332275,22.643107527058703,22.45030511763809,22.578906106541336,22.379174212835796,21.46970937839913,20.526785762928355,18.172860793870882,21.161833077332275,22.643107527058703,22.45030511763809,22.578906106541336,22.379174212835796,0.026911504923550024,1.5700620152901796,2.1800759878858216,2.911962784084938,0.026911504923550024,2,SRP14
P37198,NA,NA,NA,NA,21.007717166504257,21.754624943571763,20.994864411353753,21.153012622278574,18.106751468694217,18.59187335217415,17.974714505205554,17.80834160474512,21.007717166504257,21.754624943571763,20.994864411353753,21.153012622278574,1.5131900576327336e-5,4.820106520888034,3.107134553222327,12.624380286517969,1.5131900576327336e-5,3,NUP62
P37802,22.593090165176935,21.73206471692066,22.259026003618327,21.824853109354446,24.100611654295122,23.639866183298412,23.61020391714692,22.91416976885196,22.593090165176935,21.73206471692066,22.259026003618327,21.824853109354446,24.100611654295122,23.639866183298412,23.61020391714692,22.91416976885196,0.0035624470064134156,2.4482515873324604,1.4639543821305097,4.634083551685063,0.0035624470064134156,3,TAGLN2
P40222,21.055565773016085,20.029044528337444,NA,20.208005679760458,21.599052005504667,21.872111217422688,21.70716699903185,21.657047988700977,21.055565773016085,20.029044528337444,19.224544132391763,20.208005679760458,21.599052005504667,21.872111217422688,21.70716699903185,21.657047988700977,0.00597729232958042,2.2234955037415074,1.579554524288607,4.155052269481977,0.00597729232958042,6,TXLNA
P40306,21.29092105938746,21.360782799163758,20.875002353194425,21.069858803104086,22.986469128233153,22.09297258570529,22.515352387734456,21.67723617137685,21.29092105938746,21.360782799163758,20.875002353194425,21.069858803104086,22.986469128233153,22.09297258570529,22.515352387734456,21.67723617137685,0.008243226991704529,2.083902740931816,1.1688663145500051,3.8723681853434275,0.008243226991704529,5,PSMB10
P40855,NA,NA,NA,NA,19.730589543066806,19.72508994745457,19.634740161291724,19.866364336052303,17.43796770913299,19.14278325966981,17.541490104254017,18.04493108879157,19.730589543066806,19.72508994745457,19.634740161291724,19.866364336052303,0.004994416136402997,2.3015152749173367,1.6974029565042557,4.317850835371438,0.004994416136402997,5,PEX19
P41227,NA,19.20895826813504,NA,NA,22.695171357268798,22.453021395146607,22.800117063161586,22.016177144641983,18.144162283777817,19.20895826813504,17.429724098915646,18.164410066496707,22.695171357268798,22.453021395146607,22.800117063161586,22.016177144641983,4.4108417082199044e-5,4.355478527458533,4.254308060723442,10.488162051616568,4.4108417082199044e-5,3,"NAA10"
P42566,20.303406186654595,19.53442448008131,NA,20.31837951579639,21.942777930744477,20.837612535473106,21.630098227092407,22.055863614611106,20.303406186654595,19.53442448008131,17.391161171263718,20.31837951579639,21.942777930744477,20.837612535473106,21.630098227092407,22.055863614611106,0.023936048415539455,1.6209475453655842,2.2297452385312724,3.002332381330242,0.023936048415539455,11,EPS15
P42574,20.707756799903617,20.744764869605397,21.136397908427675,20.984679905783736,20.983427868159424,21.494580225790017,21.711962665633497,22.322016147317484,20.707756799903617,20.744764869605397,21.136397908427675,20.984679905783736,20.983427868159424,21.494580225790017,21.711962665633497,22.322016147317484,0.04727526247475427,1.3253660512503267,0.7345968557949973,2.488231973102332,0.04727526247475427,8,CASP3
P43243,22.705332863417006,23.150706105399045,23.057897221489572,22.927089268187913,23.718687552137517,23.835956323772297,23.947797434554214,23.78476582409453,22.705332863417006,23.150706105399045,23.057897221489572,22.927089268187913,23.718687552137517,23.835956323772297,23.947797434554214,23.78476582409453,2.067109805124954e-4,3.68463645298411,0.8615454190162559,7.977205416401908,2.067109805124954e-4,9,MATR3
P43487,20.990508423880406,20.932073424244027,21.545477348120837,21.472538144456703,23.434790077097013,23.762736446171402,23.5731145984117,23.05482089990382,20.990508423880406,20.932073424244027,21.545477348120837,21.472538144456703,23.434790077097013,23.762736446171402,23.5731145984117,23.05482089990382,5.290440489845468e-5,4.276508166462935,2.2212161702204902,10.159976673117272,5.290440489845468e-5,3,RANBP1
P46013,NA,19.511810551860755,NA,19.499697985824664,20.03603942708709,20.295692716044798,20.30507758484218,20.76433708826455,17.426022820620936,19.511810551860755,16.711676944842342,19.499697985824664,20.03603942708709,20.295692716044798,20.30507758484218,20.76433708826455,0.03076564140574596,1.511934026258631,2.0629846282724813,2.809766485905127,0.03076564140574596,39,MKI67
P46109,19.34295142507362,19.788594084506745,20.835455234075408,19.456996040665178,24.199628616122233,24.503002685200684,24.511593422028692,24.54898460727129,19.34295142507362,19.788594084506745,20.835455234075408,19.456996040665178,24.199628616122233,24.503002685200684,24.511593422028692,24.54898460727129,1.2087126377657425e-5,4.917676937076842,4.584803136575488,13.12155957739081,1.2087126377657425e-5,2,CRKL
P46531,NA,NA,NA,NA,NA,19.441801363733834,19.731700207525567,20.5083325469973,17.500263242871252,18.012797994146922,17.78488600252169,18.105739405029876,18.331999711132237,19.441801363733834,19.731700207525567,20.5083325469973,0.012636068681387835,1.898388022220301,1.6525367962047994,3.5123002475133625,0.012636068681387835,246,NOTCH1
P46776,23.230065598988904,22.842895836686075,23.44682685959584,22.92208783338909,25.293792961609917,24.940602156049543,24.840333450464044,24.832628528564157,23.230065598988904,22.842895836686075,23.44682685959584,22.92208783338909,25.293792961609917,24.940602156049543,24.840333450464044,24.832628528564157,4.270366002211264e-5,4.369534901104061,1.866370242006937,10.547576989961106,4.270366002211264e-5,2,RPL27A
P47756,22.852357293985825,22.78102746732787,23.31382079736264,22.995761631251668,24.00264473133513,23.831130929478867,23.974738064188283,23.767189524543735,22.852357293985825,22.78102746732787,23.31382079736264,22.995761631251668,24.00264473133513,23.831130929478867,23.974738064188283,23.767189524543735,4.454250544841844e-4,3.351225358208577,0.9081840149045064,6.935071659454097,4.454250544841844e-4,5,CAPZB
